,0,label
6214,coronavirusupd indiafightscorona there signific sustain increas number daili new recov case case fatal rate cfr covid 19 continu fall stand 205 today httpstcodkkopf 78wi,real
6955,daili report death fell 839 today caveat sunday monday tend show lower death number nonetheless one lowest total last 6 week httpstco 3rkd7yuubz,real
374,for data observ one key takeaway lag report death may vari wide state use differ method,real
4007,649 new case covid 19 lago 250 oyo 100 plateau 40 delta 40 abia 28 kaduna 27 ogun 22 edo 20 akwa ibom 18 kwara 17 fct 17 enugu 14 niger 13 adamawa 13 bayelsa 7 osun 6 bauchi 6 anambra 4 gomb 3 sokoto 2 imo 1 kano 1 22020 case 7613 discharg 542 death httpstco 2amqzm4ih7,real
8098,our daili updat publish we  track 149 million test 302k yesterday that lowest number two week probabl result holiday lag note track test state report for detail see httpstcopzrmh 4bl5i httpstco 5knrtd91t9,real
3450,expert outbreak medicin sage advis prof calum sempl say posit move govern adopt stay home messag add eat out help out scheme border experiment kayburley httpstcoi 0ya5yftvz httpstcoqlxmjlnyk,real
6636,today  new case woman 30 arriv dubai septemb 9 relat three case report yesterday today three peopl hospit covid 19 one isol ward auckland citi hospit,real
6350,there  lot report today mani state appear holidayrel backlog as number fill week  abl dig state region data,real
1783,a 14 peopl england die coronaviru hospit bring total 29676 accord nh england follow live updat daili figur start come backhandindexpointingdown httpstconyzlpjyfxm,real
4237,ema  chmp recommend approv filgotinib ra httpstcof 5oaj8id,real
7795,om say peopl infect covid 19 without sympton transmit diseas,fake
3012,goi also ask statesut facilit test big way adopt campaign mode organ test camp use mobil van etc thi shall effect take covid 19 test peopl  doorstep high incid area use rapidantigentest,real
4133,long term commit amp invest strong public health system help thailand manag covid 19 date villag amp migrant health volunt amp train field epidemiologist part thailand public health respons detect amp respond outbreak httpstcoexfqzydf 0d,real
475,bharat biotech  vice presid did not under go clinic trial for hi compani  covid 19 vaccin  covaxin  an imag fals claim round social media covaxin covid 19 factcheck httpstcopqwzblpeuv,fake
6963,rt who all globeshowingamericasglobeshowingeuropeafricaglobeshowingasiaaustralia healthwork fight day night keep us safe covid 19 take minut today say thank ,real
10455,persist longterm symptom covid patient open new line research mechan underli mecf well chronic postvir ill httpstcorqld 1vezr6,real
8365, the govern get wrong spent summer done ramp test capac  shadow minist stevereedmp say reason local lockdown  govern incompet  kayburley httpstcoapswxjcfgw httpstcok 3dstyfaeg,real
28,yesterday laboratori complet 2899 test 726 test peopl manag isol quarantin routin test either day 3 12 stay that bring total number test complet date 436233,real
9586,data indic novel coronaviru capabl spread easili sustain person person becaus new viru essenti immun covid 19 popul httpstcoebhwsslwup,real
7393,covid risk among hospit staff highest among cleaner 345 lowest among icu gener surgeri staff 13 new analysi find httpstcojpgkhqderc,real
8908,the chairman british medic associ dr chaand nagpaul say wear face mask  extrem import  explain prevent  80 percent viru spread one person  kayburley httpstcoc 5rhb4kkxv httpstcoiez 62hskso,real
7884,no wear mask guard spread coronaviru  void concealedcarri permit httpstconujmpcpzsw,fake
1480,that say might look like plateau back california probabl except april averag 155k instead 145k httpstcokfobpq 8qvk,real
7801,the posit rate test drop least littl overal look 18 posit rate us,real
6940,french high school town langr chosen test vaccin covid 19,fake
8822,coronaviru victim buri morn wednesday itali rest peac,fake
7082,social distanc reduc spread covid 19 may increas risk domest famili violenc time spent home find resourc stay safe httpstcoq 232olakz httpstcokqlkn 2pg28,real
6699,the latest cdc covidview report show percentag peopl test posit covid 19 peopl make medic visit symptom similar covid 19 declin nation sinc midjuli learn httpstcozp 4vylo0pb httpstco 066kl03qm1,real
5575,we ensur everi worker call back job access regular reliabl covid 19 test effect person protect equip httpstcoldpqp 3jzkw,fake
4151,h1n1 caus death 2009 pandem covid 19 yet nobodi talk,fake
6345,1645 death report today bring total dataset 81729 thi includ 5054 probabl death record nyc publish new york state address excess mortal report cdc httpstco 4yblkisg6u httpstcowtdxisfeta,real
647,rt surgeongener dyk cloth face cover may help prevent peopl covid 19 dont know arent exper ,real
5981,rt cdcemerg practic everyday foodsafeti covid 19 clean fruit amp veget home gentli rins cold runni ,real
3365,first citi in the world conquer covid 19 with chlorin dioxid mayor of autonom citi san jose bolivia take brave step in use chlorin dioxid first on himself to cure and then the whole citi mayor germain a hero httpstcoxv 0r8g2iul httpstconbeop 88rcw,fake
3094,the presid ghana reveal coronaviru creat laboratori,fake
5002,the potenti loss delay cdcaggreg hospit data impact accuraci icu headroom metric we histor use data estim number noncovid patient icu understand capac avail covid patient,real
736,china export mask infect covid 19,fake
3131,edmonton calgari ignit old rivalri get coronaviru case ableg,fake
1799,gregmilamski ten thousand oregonian driven home hundr find home gone return us correspond gregmilamski eyewit piec us wildfir httpstcoiywswhxmb 7,real
1031,per order govwhitm peopl michigan ban purchas new babi car seat store ,fake
288,it put facemask skin get lockdown get here gtgtgt httpstcoumg 2y6af0k httpstco 7xzswtkib,fake
8373,the latest cdc covidview report show adult 65  continu highest rate covid 19associ hospit follow adult age 50  64 hospit rate cumul continu increas pandem unfold httpstcozp 4vylo0pb httpstco 8d 07lhvila,real
1617,texa warn that the dread chupacabra could be carri the coronaviru httpstcohqupmzcxb 2 donaldtrump texa dna lachupacabra,fake
2850,a video view hundr thousand time facebook youtub march april 2020 alongsid claim show koran recit us senat meet attend presid donald trump covid 19 pandem,fake
4722,blow hot air hairdryer cure coronaviru,fake
3576,coronavirusupd indiafightscorona total covid 19 recov case touch anoth high 1480884 today thi 23 time number activ case 628747 today case fatal rate slump 201,real
9832, other complaint relat maintain proper distanc retail   the amount gather lower previou weekend amp focu remain educ encourag engag   a total 30 breach 29 result warn 1 prosecut,real
5189,amtrehan they peopl trust coronil cure corona,fake
9101,the chang avail remdesivir hospit covid 19 patient sever ill httpstco 5v8phcnrjg,real
492,a pentagon studi found peopl get flu vaccin 36 like get covid 19,fake
2650,trump could have save valet secretari from viru httpstcom 9xruinlli donaldtrump medicaldoctor trumpcouldhavesavedvalet,fake
532,in new york  everi contamin corps belong state  inciner without  wake memori servic pay last respect ,fake
9040,a video view thousand time multipl post facebook twitter youtub may 2020 alongsid claim show crow come texa  attack wuhan china  the post share countri worldwid continu fight spread novel coronaviru first detect wuhan decemb 2019,fake
4881,citizen journalist chenqiushi releas hous arrest zhangzhan hunger strike jail no word fangbin yet they arrest cover covid ccpviru situat wuhan     httpstcoactudgbtfu,fake
5186,peterwa 9755947 7 brucelambert and one core belief gener project like activ work maximum viral raw statist the number need context other provid includ home theatlant alexismadrig,real
251,maralago test posit for coronaviru httpstcod 4pkmc1cyg donaldtrump coronaviru mikep maralago kayleighmcenani,fake
2336,state report 775 death youyanggu note chang last week due report backlog delawar httpstcounbw 0ptj2h httpstcoiqniamx 1d6,real
9213,how keep current guidelin updat covid tell us confidenti survey no name email requir httpstco 1mmlnudsmn httpstcoy 5waxqgsam,real
4222,us coronaviru death reach mass shooter level of who care httpstcouclvtdlajm,fake
4207,rt hhsgov the us outpac world unpreced number covid 19 test complet 52 million test ,real
8289,143 peopl link commun cluster move auckland quarantin facil includ 70 peopl posit test,real
6059,an imag elderli italian man ask pay ventil use recoveri,fake
2398,there addit death report   yesterday laboratori process 7287 test bring total number test complet date 190326   full updat httpstcopgonuxvuuc,real
3657,the new nightingal hospit london want peopl post homemad art brighten wall,fake
3571,as per hmoindia unlock 4 guidelin school remain close student till 30 sep howev onlinedist learn continu permit student class 9amp12 may permit visit school outsid containmentzon take guidanc teacher httpstcolpvhokqf 2f,real
8551,the novel coronaviru  manmad ,fake
2138,the punjab govern announc cancel univers colleg exam view covid 19 pandem bihar cm nitish kumar sent swab sampl covid 19 test came contact covid 19 posit politician covid 19 coronavirusfact httpstcopvuqttqmtm,fake
10477,the latest updat ministri health for eight day row new case covid 19 report new zealand   our total number confirm case remain 1154 number report world health organ  httpstcoar 09nqd206,real
554,rt pibindia coronawatch blackmediumsmallsquar 2461190 total confirm case blackmediumsmallsquar 1751555 case curedrecov blackmediumsmallsquar 2769441 6 sampl test here ,real
1561,the brace corona studi found differ key outcom patient continu vs stop medic httpstcokzmvziowln esccongress,real
578,at john lewi funer obama told room full peopl room full peopl danger must mail vote,fake
6248,covid 19 coronaviru coronavirusupd whi would bill gate patent coronaviru httpstcorjiyanq 1l,fake
10464,latest updat ministri health   today new case covid 19 report new zealand thi bring us 18 consecut day new case   yesterday 1053 test bring total number test 296000   httpstcojwvxh 29hwm,real
8242,washingtonpost cdc block epidem prevent work dure intern dirti reason exampl chloroquin delay citizen lead larg death begin time fact knew chloroquin effect covid 19 they  want support,fake
1276,indiafightscorona benefit healthcar worker pradhan mantri garib kalyan packag an addit incent rs 1000 per month paid asha view signific contribut toward covid 19 pandem relat work detail httpstcoc 5yubgusd7 httpstcol 2kmm0yrel,real
7383,theworrygam mayb thing plu lack access swab ppe healthcar worker test,real
2048,a video man introduc dub anoth video interview stefano montanari byoblu video blog montanari call nanopathologist claim mask caus us inhal carbon dioxid expel breath thi supposedli produc hypercapnia excess carbon dioxid,fake
9790,coronaviru give weekend safeti brief httpstcoqjo 0qv5ea1,fake
6915,ten new case covid 19 report nigeria 6 lago 2 fct 2 edo as 1115 5th april 224 confirm case covid 19 report nigeria twentyseven discharg five death httpstcozztdrenzuf,real
3434,the coronaviru ha caus sale convert to plummet by 313 httpstcovfvvnqg 9fl car beachboy convertiblecar chevrolet,fake
5831,giniminimanemo jacobselisabeth where i live heath inequ kill black peopl unhealthi environ flatland 1015 year earlier white peopl hill we  ignor kind dispar outcom ugli  human alexismadrig,real
4592,it  difficult understand  happen covid 19 data right  hope see better data soon ca report problem fix fl test get back speed hospit data improv nation,real
2189,i citizen countri main problem countri illiter main problem liter peopl also behav like illiter peopl take seriou coronaviru i urg arvindkejriw narendramodi curfewondelhifoldedhand httpstcodt 5o2u3p1c,fake
2124,sever state see outbreak covid 19 meat poultri process facil employe facil fill critic essenti role read cdc affect state learn respond outbreak cdcmmwr httpstcomxderoddr 6 httpstcofekcwf 91ru,real
5569,hcp coca call tuesday juli 28 2pm et avail zoom topic coronaviru diseas 2019 covid 19 diabet the import prevent manag support learn httpstconriiemnjuw covid 19 httpstcol 6qcaono9t,real
9432,the spread coronaviru fan air condit week  clinic trend httpstcovh 2icdddoj httpstcorwhwhrwxi 4,real
3278,peopl knew coronaviru year inform hidden ordinari peopl the author wait right time launch viru,fake
7624,aung san suu kyi number one among women leader combat coronaviru,fake
1415,thefr 1 person capac mean wont rish profes speak httpstcouwm 8wzfktp antibiot doesnt kill viru 3 chloroquin evid toxic kill covid i take trust good,fake
5891,as aug 11 total number covid 19 case us surpass 5 million while number new case declin last week covid 19 widespread mani area take step like wear mask cover nose amp mouth public more httpstco 4ku7nklzcq httpstcot 6i4i8jzhg,real
2906,the biggest news today got fresh total test number ma lack we fresh number washington state test among smaller state situat louisiana colorado stand httpstcoqsmff 4slva,real
10335,our 4 pm updat publish the us complet test least 279485 peopl 54134 yesterday total note track test state report and state report neg test for detail see httpstcopzrmh 4bl5i,real
3996,the person test posit covid 19 arriv south korea south auckland 20 june  20 juli queenstown 1 4 juli around christchurch airport 20 21 juli,real
4061,queen man admit be nonessenti worker httpstcobyrz 5q5bma newyork coronaviru job covid 19 queen essentialwork,fake
6894,today also publish updat data definit help interpret unusu complex data httpstcogu 7jk6b1vp,real
2935,new bori johnson end lockdown immedi effect first full night spent scream babi httpstco 8ihirzsqg httpstcohvefzudjlh,fake
4275,eight southern state outsid texa florida current 1000 patient hospit covid 19 httpstco 3jdrdkdvtk,real
8223,we pleas see north dakota report demograph data case includ race ethnic our covid racial data tracker abl report race ethnic 50 state,real
6275,chief secretari west bengal follow relax state perform poorli fought covid 19,fake
4146,the who coronaviru test bad test ,fake
7621,behind everi covid 19 death famili commun never behind everi unemploy claim life thrown uncertainti  person wonder  make end meet there real human toll crisi we cannot forget,fake
3641,cdc warn men trophi wive httpstcopucyr 3qdax coronaviru dranthonyfauci warn trophywif,fake
5393,test number begun rise california texa seem begun solv test issu report 124k test today alon florida test remain far peak number juli httpstco 0gismgooup,real
198,state like new york illinoi california vocal demand fund bail pension system fail long covid 19 outbreak program arent relat crisi,fake
8015,as bihar state lockdown till 31 juli 2020 may call 104 andor refer follow link detail httpstcomfn 5nhepwv httpstcok 09hnvzuxa mohfwindia drharshvardhan drhvoffic covid covid 19 covid 19 covid 19 coronavirusindia coronaviru,real
4021,bill gate say dont choic vaccin ,fake
10302, italian parliament call for the arrest bill gate ,fake
8549,brazilian state receiv feder fund death covid 19 regist,fake
1667,uk newspap say maulana saad tablighi jamaat donat rs 1 crore pm relief fund coronaviru,fake
5792,a neighbor noia region galicia spain infect coronaviru,fake
6061,the brazilian nation congress approv law demand wear mak insid hous covid 19 pandem polic offic allow enter hous verifi your wear mask,fake
1703,in seri interview ad businessman clive palmer said antimalaria drug hydroxychloroquin contribut australia low death rate covid 19 we found claim baseless new factcheck httpstcog 7seokvp1m auspol coronavirusfact httpstcocqczsywhqg,fake
2640,mother sit link two train bogi travel danger manner migrant worker face greater difficulti anyon lockdown 4 announc prevent spread covid 19mi mind wander govt take instant measur,fake
2736,indiafightscorona with indian startup come forward weve abl deploy larg number indigen kit wherein brought cost covid test rtpcr test kit cost around rs 2000 march rs 300 profbhargava dg icmrdelhi httpstcorkvudprnti,real
4749, as black man greatest risk death longer covid 19 it color skin said nmhheartdoc httpstcowlz 02vgysm,real
1819,you may seen post social media suggest govern instal covidsaf app stealth smartphon well that correct accord fact checker dont believ misinform internet read coronacheck instead httpstcoabrmzvzi 7u httpstcoixi 5t2oa7a,fake
8877,an imag claim chroma screen panel use make coronaviru death,fake
2733,don  forget join us tomorrow 2 pm et webinar covid 19 associ vte risk consider it  late preregist httpstcogudbpi 0x9d httpstcoqj 1cmdggnb,real
5070,cctv man throw currenc note petrol pump navsari  tv9new,fake
9615,there current 2914 peopl manag isol quarantin our current effect capac 6773 thi give us excess capac 3859 over next week project 3036 arriv 1164 departur facil,real
508,the novel coronaviru manmad ,fake
2912,one case like link cluster still investig we undertaken 30000 test last 48 hour 38 peopl link cluster govern manag quarantin precautionari measur,real
6961,none workplac risk public face appropri health action taken all staff first case  workplac consid close contact that  total 130 peopl,real
4753,the tabloid media guid to coronaviru httpstco 7cvmr5s7k,fake
3342,who euecho canada amp dfiduk join forc support beliz beliz improv diagnost amp train capac provid crucial equip amp suppli covid 19 backhandindexpointingrighthttpstcogjisuk 6g4w whoimpact httpstcovipc 38rewz,real
5632,as 0800 pm 1st april 174 confirm case 9 discharg 2 death for breakdown case state httpstcozqrpneofet current lago 91 fct 35 osun 14 oyo 8 ogun 4 edo 4 kaduna 4 bauchi 3 enugu 2 ekiti 2 river 1 benu 1 akwa ibom 5,real
8240,what would pm say ask abid covid rule may feel govern break law cant labour catherin mckinnel pm say forc law use viru gain ground httpstcojm 1wh1x9df httpstco 8agupn8a6,real
4468,a drug coronaviru found,fake
1497,our daili updat publish it far away biggest test day record 930k result report state also report second highest number case ever 75k fourth day row 1000 death 1178 httpstcokmqwgf 5iq7,real
146,if refus socialdist sign pledg bypass care get ill coronaviru httpstco 6bpyweruwv via arthurcaplan httpstconwyblekp 6a,real
897,over 5000 student test posit covid 19 exam karnataka consortium medic engin dental colleg karnataka under graduat entranc test comedk,fake
2005,photo lung show four stage pneumonia along descript symptom stage,fake
4735,unmask chines intellig offic reveal truth biologicalweapon china develop use end hong kong protest backfir if true world must come togeth end biologicalweapon coronavirusoutbreak,fake
352,nearli 22000 death occur longterm facil south  almost 14000 june juli august georgia florida seen highest death toll past four week  350 week florida 100 week georgia httpstcorc 56clvq1e,real
7388,seventeen day agow set target scale covid 19 test capac 6 13 lab 3 week todayw announc inclus 12th amp 13th lab plan expans our lab strategi set publish detail  scale test httpstcoqkmyrzwok 8,real
8302, in last 14 day rais test capac 1500 test per day lago amp abuja capac admit 1000 patient across sever treatment centr as nation right track win fight covid 19  mbuhari covid 19nigeria httpstcoebmgkpwi 5l,real
6551,harvard studi suggest quarantin worsen covid 19 pandem,fake
6646,it vital governor maintain restrict busi novemb elect econom recoveri help trump reelect,fake
6958,241 new case covid 19 lago 142 oyo 15 fct 13 kano 12 edo 11 delta 10 kaduna 9 river 9 borno 8 jigawa 4 gomb 3 plateau 3 osun 1 bauchi 1 10819 case covid 19nigeria discharg 3239 death 314 takerespons httpstcovirag 5lgin,real
1613,megaphon come up tonight our head prevent programm amp knowledg manag chinweochu tuesdayl discuss covid 19nigeria tune ntanewsnow dstv channel 251 join convers time 10pm httpstco 7ainbfqa2d,real
2139,new interview tonight wlou dobb dr limeng yan assert covid 19 ccp militari bioweapon manufactur wuhan virolog institut she also say multipl strain engin gain function virus httpstcoq 8j863pe93,fake
2416,onli one case remain activ there addit death report there one new zealand receiv hospitallevel care covid 19 yesterday laboratori complet 1262 test bring total number test complet date 283525,real
9698,telangana count 122 high risk zonein entir countri pleas ever never take thing grant wear face mask step homecarri hand sanit ever go use time pleas dont accept give kind thing dont attend mass gather function kind parti one small mistak invit covid 19 hous,fake
9231,our daili updat publish state report record number test 823k case 67k possibl reflect holiday weekend backlog we saw larg jump hospit due part florida begin report state log 200 death last friday httpstcoj 7dwwgeh4f,real
3130,just stop and enjoy pain next 30 day make tick calendar everi day and feel urg postpon 10 min befor throw away packet garbag corona excus enough visit shop get safeti near one httpstcouiz 1vjshp1,fake
535,claim supermarket worker requir flu vaccin face dismiss,fake
7539,the first case report today child previous report case they arriv new zealand juli 14 pakistan via dubai,real
6191,say oppos statewid mask order would requir wear mask hous walk dog ,fake
9873,ensur wash hand soap amp run water go place worship takerespons reduc risk spread covid 19 checkmarkbuttonwear face mask checkmarkbuttonobserv physic distanc checkmarkbuttoncoughingsneez elbow checkmarkbuttonavoid hug handshak httpstcooahmv 6pm4g,real
3176,220 new case covid 19 62lago 52fct 31kaduna 13sokoto 10kebbi 9yob 6borno 5edo 5bauchi 4gomb 4enugu 4oyo 3zamfara 2nasarawa 2osun 2ebonyi 2kwara 2kano 2plateau 2388 confirm case covid 19 nigeria discharg 385 death 85 httpstco 06zsnqpwu8,real
7658,can  make vaccin work influenza no vaccin rsv can  cure cancer but sure heck make vaccin 6 month ill still  understand how  koolaid tast,fake
2851,keep key time mind wear cloth face cover slowthespread covid 19 rememb practic protect measur like social distanc wash hand learn httpstcojkwwztfwss httpstcojpswx 92jhf,real
3289,new man regret sign date site usernam  covid 19  httpstcomirqbl 2hqt httpstcogou 4ezknw1,fake
2587,our daili updat publish state report 777k test 43k case 619 covid 19 death nation test appear increas httpstcopztrtruopg,real
72,our daili updat publish sunday monday tend see number dip  see today still 62k case rise hospit larg jump death last sunday  holiday number the 7day averag back 700 httpstco 5hdqfxq2oj,real
9152,blackdigitalhum lead blackcovid  rapid respons task forc amp critic black digit human collect connect black diaspor commun impact pandem data  they bunch worthwhil project work httpstconctzcigwyt,real
4392,nearli 917 lakh individu recov covid 19 india far rashtriya janata dal chief lalu prasad yadav test neg covid 19 three attend test posit viru andaman island report first covid 19 death coronavirusfact httpstcofilc 2j5xml,fake
3399,colorado  marijuana shop are break sale record httpstcootyhvb 4pte coronaviru marijuana colorado potsal,fake
6146,dalla cowboy cheerlead refus to wear face mask httpstcooufdux 4jeg footballamerican coronaviru dallascowboy cheerlead,fake
2939,covid 19 test done free cost govt lab the maximum cost covid 19 test pvt lab jharkhand fix rs 2400 also includ charg pick transport sampl document report covid 19 covid covid 19 corona httpstcomcew 3dssfn,real
6614,what remain athom telehealth innov postcovid era milliondollar question httpstcog 5r6a1bbud,real
8353,thepolldud ktwopin i alway adher scienc the fda state longer reason believ hydroxychloroquin chloroquin effect treat covid 19 revok emerg use author medic 1,fake
1722,rt mediawis in precovid world travel across us give media literaci train teen teacher school wou ,fake
2529,bill gate said covid 19 vaccin perman chang dna,fake
6163,say anthoni fauci bill gate georg soro jeffrey epstein connect moderna inc effort creat coronaviru vaccin,fake
3374,social gather six peopl illeg england rule six come forc kitmalthous join kayburley 705am discuss new rule polic backhandindexpointingright kayburley televis ski 501 freeview 233 mobilephon watch live httpstcomtaji 15goc httpstco 6b9e9yvvhl,real
3182,in ka covid 19 case spike so mohfwindia sent 90 if csogok need purchas 1210 cycl pimp smilingfacesmilingfac ie administr httpstcojxbln 5o8ck,fake
5472,novemb 2019 job list quarantin advisor center diseas control prevent prove govern knew covid 19 would hit unit state,fake
1420,asymptomat presymptomat nurs home resid covid 19 high viral load rais concern presymptomat asymptomat spread viru among resid skill nurs facil learn httpstco 5kmrevxcm,real
576,rt surgeongener come foxandfriend provid updat covid 19 discuss simpl action take prot ,real
10513,florida report record 277 death today given report problem last week may death past standard day httpstcoiwsdi 25ite,real
4658,eleven new case covid 19 report lago state as 1100 pm 14th april 373 confirm case covid 19 report nigeria 99 discharg 11 death takerespons httpstcoxtcbj 4qxa6,real
3419,talk show host jimmi kimmel said year emmi award take place virtual coronaviru pandem could end beauti disast httpstcohaqamjao 1o,real
6335,restaur bar use cdc  new tip stagger shift amp modifi job duti peopl higher risk sever ill maintain healthi oper covid 19 outbreak more tip httpstcoigh 6ua8oha httpstcotqufhmybf 1,real
6386,143 new case covid 19nigeria plateau 35 kaduna 21 lago 19 fct 13 ebonyi 9 adamawa 7 enugu 7 katsina 7 edo 6 kwara 5 osun 3 anambra 2 kano 2 niger 2 ogun 2 benu 1 borno 1 sokoto 1 54008 confirm 41638 discharg 1013 death httpstcojcujmtrob 0,real
1319,acc mohfwindia discharg polici second covid 19 test mildveri mildpresymptomaticasymptomat case onli sever covid 19 case includ immunecompromis case test rtpcr discharg httpstcoc 5fui6cyvb httpstcoyg 6xr65cbi,real
10069,rt cdcemerg cover cough covid 19 spread respiratori droplet infect person cough sneez talk additio ,real
5153,over 3000 coronaviru case remov texa  total state count the remov test posit antigen test fastact test high rate fals neg httpstcob 76qwvghkd politifacttexa,fake
8388,headlin claim north macedonia receiv medic help european union,fake
8525,coronavirusupd covid 19 test statu updat icmrdelhi state 4332483 4 sampl test upto septemb 01 2020 1016920 sampl test septemb 01 2020 staysaf indiawillwin httpstcovgqida 4pwv,real
9400,there 70 peopl link commun cluster remain auckland quarantin facil includ 52 peopl test posit covid 19 household contact,real
3941,contact trace app secretli instal everi android phone,fake
1003,no evid hydroxychloroquin is help in prevent covid 19 studi find httpstcoip 7cs76fwo,fake
4864,dead bodi coronaviru patient discard mass grave itali accord 23second video clip gone viral social media,fake
9041,and import remind stori differ differ region countri outsid nynjct case realli declin httpstcolcsljocpxk,real
7938,process ask sbi busi oil price relax lockdown rapidli increas number cbse central teacher elig test juli segment secondari educ coronil,fake
7767,hcp mother unabl initi breastfeed hospit due covid 19 may still abl lactat amp breastfe help learn support famili relact httpstcomsidmqtixa httpstco 6ars4kbi2n,real
7039,it peopl least begin affect coronaviru first minist wale mark drakeford say unequivoc depriv area uk disproportion affect covid kayburley httpstcoi 0ya5yftvz httpstcotkinu 8jvyf,real
9443,fiftyon new case covid 19 report 32 lago 6 kano 5 kwara 2 fct 2 oyo 2 katsina 1 ogun 1 ekiti as 1010 pm 17th april 493 confirm case covid 19 report nigeria discharg 159 death 17 takerespons httpstcopkwwusjvbp,real
9966,mosquito bite fast track transmiss,fake
7416,the real news today us set record new case today 38672 the previou record april 25 36001 httpstcopcfclueekk,real
3851, today new confirm case covid 19 announc honour minist fmohnigeria detect new case contact index case nigeria supervis isol sign system work  chikwei ntanewsnow httpstco 1uhtfwbgzp,real
9266,writer see book sale soar coronaviru spread httpstcokj 8bc2h4g duncanwhitehead coronaviru,fake
688,dialysi patient hit hard covid 19 mortal rate 20 httpstcomrstncijma,real
1651,health offici advis everyon follow random facebook profil coronaviru inform coronavirusoutbreak,fake
5876,princ charl warn climat crisi dwarf impact coronaviru pandem httpstcojzvtsamiwn,real
6754,a facebook post said  not one politician die viru  thi fals former republican presidenti candid herman cain perhap wellknown us politician die complic covid 19 httpstcoe 7mfmefvbv,fake
6341,presid donald trump tweet  some oldi die we  god  hand folk liber america ,fake
8402,if patient diagnos covid 19 doctor refus prescrib hydroxichloroquin patient entitl lawsuit,fake
4141,coronaviru us pass grim mileston 200000 death httpstcouhhmcaydla,real
10409,we pleas announc inclus 2 new lab ncdc molecular laboratori network testtubefmc keffi genexpert lab nasarawa state testtubetot biomolecular lab river state test lab ncdc network free charg list lab httpstcosqeowdi 58h httpstcodnfyg 0mz85,real
3191,transport sec grant shapp say import dont end posit franc spain whove seen spike covid 19 case arriv cabinet meet ahead pm announc new nation restrict kayburley httpstcoi 0ya5yftvz httpstcolikprejc 90,real
3976,we gener report death day state report state also make dataset death date avail in research  found 7day averag number quit similar we  blog post detail soon,real
1242,it obviou larg number new case state due test florida georgia posit rate well beyond 10 onli arizona higher posit rate florida right httpstcoovxcuptgpp,real
5118,there 8 peopl receiv hospit level care covid 19 part auckland commun cluster there two patient north shore hospit one stabl isol ward connect commun cluster one critic icu,real
7412,children almost immun diseas ,fake
7016,a photo share hundr time multipl facebook post claim show doctor nurs itali die covid 19,fake
2177,weekli updat covid 19 coronaviru rightarrowshortterm forecast covid 19 death multipl countri japanesesymbolforbeginnerread full report httpstcoctwad 9zwt sangeeta 0312 pnouvellet krisparag 1 neilferguson httpstcozlekwigtcv,real
7028,there current 4236  peopl manag isol quarantin our current effect capac 7103 thi give us excess capac 2867 over next week project 2789 arriv 1267 departur facil,real
5835,thi viru covid 19 sarscov 2 viru actual natur it manmad viru creat lab ,fake
426,the latest cdc covidview report summar new data covid 19like ill hospit rate death check httpstcozp 4vylo0pb httpstcocieofqu 7qh,real
6200,kitchencon alexismadrig right show daili number i show back end current number log it wasnt mistak i tell it site updat time lock number 4pmet,real
6194,paramilitari forc deploy surat rajkot baroda control coronaviru situat,fake
3599,pm forc to act on coronaviru after learn hi voter base might not exist in a few month httpstcofhiyxgiyhg httpstcoe 2qjqowpsr,fake
7919,massachusett revis probabl case definit result drop 7757 cumul case to allow reason view current nationwid trend place zero ma daili case today httpstcokddo 6ujr2c,real
5235,member indian parliament rahul gandhi hire actor act migrant help covid 19 lockdown,fake
10072,our daili updat publish we  track 182 million test 457k yesterday one larger day far note track test state report for detail see httpstcopzrmh 4bl5i httpstcoz 8hrmzvtv2,real
5544,cdc explain flatten curv ha becom line extend infin mean lockdown can never  httpstcocqswucu 42m coronaviru,fake
6329,cdc track 12 differ forecast model possibl covid 19 death us as may 11 forecast increas death come week cumul total exceed 100000 june 1 see nation amp state forecast httpstcoft 6cgmampx httpstcojx 4fqk5q1v,real
1830,a runni nose sputum secret symptom novel coronaviru,fake
3638,indiafightscorona roundpushpinmha issu guidelin unlock 4 backhandindexpointingdown schoolschool colleg cinema hall etc remain shut manteacherstatesut may permit upto 50 teach nonteach staff call school onlin teach telecounsel relat work staysaf httpstco 3sxgvpipgm,real
9456,sir ganga ram hospit delhi issu covid 19 prescript,fake
3698,there two previous report case consid recov today  commun case with today  four new case total number activ case 118 of 41 import case miq facil 77 commun case,real
617,rt cdcdirector covid 19 signific public health challeng face nation centuri help protect fami ,real
4440,a text say civil registri data prove pandem invent all number significantli lower publish brazilian ministri health,fake
6356,rt who progress immun coverag stall covid 19 hit 85 diphtheria tetanu pertussi dtp 3 measl ,real
4543,the portugues soccer player cristiano ronaldo decid turn hotel free hospit,fake
6148,the mural legitim but  1994  airport  portend coronaviru pandem httpstcoqasvjuarx 8,fake
2388,updat minhealthnz   today one new case covid 19 report manag isol facil new zealand     it 72 day sinc last case covid 19 acquir local unknown sourc our total number activ case 25,real
2284,there still 8 activ case one hospit  there 4255 lab test done yesterday total 271690 test done  today sadli announc anoth death relat covid 19 bring number 22 death ,real
2283,i appeal arvindkejriw aamaadmiparti narendramodi sir pleas help ormor daili wage peopl make announc himfoldedhand pleas havent enough money larg pleas start polici peopl coronavirusindia aajtak ani abpnew httpstcoycffydxbeh,fake
7186,the pluss minus frozen carrot httpstcokq 8npiutb oldpeopl coronaviru,fake
